URL;"Traffic (%)";"Number of Keywords";Traffic;"Adwords Positions";"Positions with commercial intents in top 20";"Positions with informational intents in top 20";"Positions with navigational intents in top 20";"Positions with transactional intents in top 20";"Positions with unknown intents in top 20";"Traffic with commercial intents in top 20";"Traffic with informational intents in top 20";"Traffic with navigational intents in top 20";"Traffic with transactional intents in top 20";"Traffic with unknown intents in top 20"
adamxlee;0;3;3;0;0;3;0;0;0;0;3;0;0;0
yunaxs;0;1;3;0;0;1;0;0;0;0;3;0;0;0
romantoddnyc;0;3;3;0;0;1;0;0;0;0;3;0;0;0
sizzlefans7;0;1;3;0;1;0;0;0;0;3;0;0;0;0
alma.lucia_free;0;1;3;0;0;0;1;0;0;0;0;3;0;0
tinyfactorproductions;0;1;3;0;1;0;0;0;0;3;0;0;0;0
hellpixie999;0;1;3;0;1;0;0;0;0;3;0;0;0;0
queen_egirl27;0;1;3;0;0;1;0;0;0;0;3;0;0;0
jelsdafairy;0;2;3;0;0;1;0;0;0;0;0;0;0;0
playgurlniaa;0;1;3;0;0;1;0;0;0;0;3;0;0;0
devoidmisty;0;2;3;0;1;0;0;0;0;3;0;0;0;0
malenybeltran;0;8;3;0;1;2;4;3;0;0;0;3;3;0
blaizxo;0;2;3;0;1;1;0;0;0;1;2;0;0;0
frecklesprincess;0;1;3;0;0;1;0;0;0;0;3;0;0;0
saabreee;0;2;3;0;1;0;0;0;0;3;0;0;0;0
eviegreyysexy;0;2;3;0;1;1;0;0;0;3;0;0;0;0
cashmierallure;0;1;3;0;1;0;0;0;0;3;0;0;0;0
nonoka_echi;0;1;3;0;1;0;0;0;0;3;0;0;0;0
queenbish317;0;1;3;0;1;0;0;0;0;3;0;0;0;0
bellalaurents;0;1;3;0;0;1;0;0;0;0;3;0;0;0
timothy_champagne;0;6;3;0;0;4;0;0;0;0;3;0;0;0
sammbby123;0;1;3;0;1;0;0;0;0;3;0;0;0;0
sadiesunflower20;0;1;3;0;1;0;0;0;0;3;0;0;0;0
tinyywonder;0;1;3;0;1;0;0;0;0;3;0;0;0;0
onlysluts;0;2;3;0;0;2;0;0;0;0;3;0;0;0
privatexxplay;0;2;3;0;1;1;0;0;0;2;1;0;0;0
itskimaraa;0;1;3;0;1;0;0;0;0;3;0;0;0;0
sierraaamay;0;1;3;0;1;0;0;0;0;3;0;0;0;0
kaileycashxxx;0;1;3;0;1;0;0;0;0;3;0;0;0;0
iam1baddbitch;0;5;3;0;3;2;0;0;0;3;0;0;0;0
sn0wbunniex0x0;0;1;3;0;1;0;0;0;0;3;0;0;0;0
cyberbunnyxo;0;1;3;0;1;0;0;0;0;3;0;0;0;0
deejenkins007;0;1;3;0;1;0;0;0;0;3;0;0;0;0
sheilababy;0;1;3;0;0;1;0;0;0;0;3;0;0;0
erinalexisxo;0;2;3;0;1;1;0;0;0;2;1;0;0;0
winterbandzxo;0;1;3;0;1;0;0;0;0;3;0;0;0;0
genaveev_love;0;3;3;0;1;2;0;0;0;0;3;0;0;0
cherricali;0;3;3;0;1;1;0;0;0;3;0;0;0;0
armaj.b;0;5;3;0;2;1;0;0;0;3;0;0;0;0
realhotwife4u;0;4;3;0;0;2;0;0;0;0;2;0;0;0
bianca-banks;0;6;3;0;4;0;0;0;0;3;0;0;0;0
tatidabratt01;0;1;3;0;1;0;0;0;0;3;0;0;0;0
raynellemariah;0;1;3;0;1;0;0;0;0;3;0;0;0;0
renataperez3;0;1;3;0;1;0;0;0;0;3;0;0;0;0
itsukidevil722;0;2;3;0;2;0;0;0;0;3;0;0;0;0
rauwgallego;0;3;3;0;0;1;0;0;0;0;3;0;0;0
magicsempai;0;2;3;0;1;1;0;0;0;3;0;0;0;0
jessica.lewinskii;0;2;3;0;2;0;0;0;0;3;0;0;0;0
milanibandz;0;2;3;0;1;1;0;0;0;3;0;0;0;0
nugsenpai;0;1;3;0;1;0;0;0;0;3;0;0;0;0
toriross;0;1;3;0;0;1;0;0;0;0;3;0;0;0
goddessulla;0;1;3;0;1;0;0;0;0;3;0;0;0;0
summarchilf;0;1;3;0;1;0;0;0;0;3;0;0;0;0
jayskimask;0;1;3;0;0;1;0;0;0;0;3;0;0;0
lil_vira;0;1;3;0;0;1;0;0;0;0;3;0;0;0
anna_s_fantasies;0;1;3;0;1;0;0;0;0;3;0;0;0;0
hjacobs267;0;1;3;0;1;0;0;0;0;3;0;0;0;0
ononalani;0;1;3;0;0;1;0;0;0;0;3;0;0;0
onlyttsvip;0;1;3;0;1;0;0;0;0;3;0;0;0;0
alwayss-ana;0;1;3;0;0;1;0;0;0;0;3;0;0;0
kayladollxo;0;1;3;0;1;0;0;0;0;3;0;0;0;0
theavamariee;0;2;3;0;1;1;0;0;0;3;0;0;0;0
j_cherries;0;1;3;0;1;0;0;0;0;3;0;0;0;0
chanelamor20;0;1;3;0;0;1;0;0;0;0;3;0;0;0
jaddles02;0;1;3;0;1;0;0;0;0;3;0;0;0;0
zachtv;0;2;3;0;0;2;0;0;0;0;3;0;0;0
linaxxo;0;1;3;0;0;1;0;0;0;0;3;0;0;0
ellie.baby00;0;1;3;0;1;0;0;0;0;3;0;0;0;0
xarimaex;0;2;3;0;1;2;0;0;0;3;3;0;0;0
raynesxxx;0;2;3;0;0;2;0;0;0;0;3;0;0;0
nickyplantz;0;1;3;0;1;0;0;0;0;3;0;0;0;0
tslovinthug;0;1;3;0;1;0;0;0;0;3;0;0;0;0
morenahothot;0;1;3;0;1;0;0;0;0;3;0;0;0;0
beth79;0;1;3;0;1;0;0;0;0;3;0;0;0;0
thickness;0;1;3;0;0;0;1;1;0;0;0;3;3;0
lolawoodsxxx;0;1;3;0;1;0;0;0;0;3;0;0;0;0
liz.valdovinos;0;4;3;0;4;0;0;0;0;3;0;0;0;0
mrspineapplegoddess;0;2;3;0;1;1;0;0;0;0;3;0;0;0
bbi_ari;0;1;3;0;0;1;0;0;0;0;3;0;0;0
jesshou_x3;0;2;3;0;1;0;0;0;0;3;0;0;0;0
anvavxvip;0;1;3;0;1;1;0;0;0;3;3;0;0;0
babykeeeexxx;0;1;3;0;1;0;0;0;0;3;0;0;0;0
chocolate_goddess2;0;1;3;0;0;1;0;0;0;0;3;0;0;0
misakivideos;0;6;3;0;1;3;0;0;0;0;3;0;0;0
teenymimi18;0;2;3;0;1;1;0;0;0;3;0;0;0;0
aallanii;0;4;3;0;1;3;0;0;0;2;1;0;0;0
shemalevictoria;0;2;3;0;0;1;0;1;0;0;3;0;3;0
amelia-wet-angel;0;3;3;0;0;1;0;0;0;0;2;0;0;0
asssthetic;0;1;3;0;1;0;0;0;0;3;0;0;0;0
maemegan95;0;4;3;0;0;2;0;0;0;0;1;0;0;0
tattooedgamergirl1;0;1;3;0;1;0;0;0;0;3;0;0;0;0
corneliusthecat;0;6;3;0;3;3;0;0;0;1;2;0;0;0
saiilormoonxxx;0;3;3;0;0;1;0;0;0;0;1;0;0;0
sweetgabbie;0;2;3;0;1;1;0;0;0;0;3;0;0;0
cheekycouple69;0;1;3;0;1;0;0;0;0;3;0;0;0;0
prettyboii.e;0;2;3;0;0;2;0;0;0;0;3;0;0;0
lizzaritox;0;1;3;0;0;1;0;0;0;0;3;0;0;0
fromhoetoharvard;0;2;3;0;1;1;0;0;0;1;2;0;0;0
datassjen;0;1;3;0;1;0;0;0;0;3;0;0;0;0
itsjustmar;0;1;3;0;0;1;0;0;0;0;3;0;0;0
samthundercock;0;2;3;0;0;2;0;0;0;0;3;0;0;0
lizthicc2000;0;1;3;0;1;0;0;0;0;3;0;0;0;0
thesilentreal;0;2;3;0;0;1;0;0;0;0;3;0;0;0
michelle.tx1997;0;1;3;0;1;0;0;0;0;3;0;0;0;0
openthosebabycakes;0;1;3;0;1;0;0;0;0;3;0;0;0;0
remibaby;0;1;3;0;0;1;0;0;0;0;3;0;0;0
allie_babe88;0;1;3;0;0;1;0;0;0;0;3;0;0;0
itsthickqueen;0;1;3;0;0;1;0;0;0;0;3;0;0;0
bonana;0;1;3;0;1;0;0;0;0;3;0;0;0;0
luvfrancine;0;3;3;0;1;0;0;0;0;3;0;0;0;0
bbygirrrl;0;1;3;0;0;1;0;0;0;0;3;0;0;0
rain_millie;0;1;3;0;1;0;0;0;0;3;0;0;0;0
samspadeof;0;4;3;0;1;3;0;0;0;1;2;0;0;0
lexi_aaane;0;7;3;0;1;5;0;0;0;2;1;0;0;0
izatrips;0;1;3;0;0;1;0;0;0;0;3;0;0;0
mikefit22in;0;1;3;0;1;0;0;0;0;3;0;0;0;0
yourdreamgirl.dk;0;1;3;0;1;0;0;0;0;3;0;0;0;0
realyoursexydesire;0;1;3;0;1;0;0;0;0;3;0;0;0;0
jessika_trolinyer;0;1;3;0;1;0;0;0;0;3;0;0;0;0
insidehera;0;3;3;0;1;2;0;0;0;3;0;0;0;0
giagorgeous;0;3;3;0;1;0;0;0;0;3;0;0;0;0
sweetblueeyedbbgirl;0;1;3;0;1;0;0;0;0;3;0;0;0;0
colleges1ut;0;1;3;0;1;0;0;0;0;3;0;0;0;0
yrfavstepson;0;1;3;0;0;1;0;0;0;0;3;0;0;0
sexyred69s;0;2;3;0;1;0;1;0;0;3;0;0;0;0
realamandarae;0;2;3;0;0;2;0;0;0;0;3;0;0;0
mariapvillao12;0;4;3;0;1;2;1;1;0;1;2;0;0;0
cassidyheat;0;4;3;0;0;2;1;0;0;0;3;0;0;0
lillieonyx;0;3;3;0;1;0;0;0;0;3;0;0;0;0
lilyssecrets;0;2;3;0;1;0;1;0;0;0;0;3;0;0
xoxd69;0;1;3;0;1;0;0;0;0;3;0;0;0;0
katedalia;0;1;3;0;1;0;0;0;0;3;0;0;0;0
philandalanna;0;2;3;0;1;1;0;0;0;3;0;0;0;0
misskayykayyxo;0;1;3;0;1;0;0;0;0;3;0;0;0;0
ivy_pink91;0;1;3;0;1;0;0;0;0;3;0;0;0;0
daddy.kleo;0;10;3;0;5;3;1;0;0;0;3;0;0;0
babygirlcake;0;1;3;0;1;0;0;0;0;3;0;0;0;0
caramelcreammz;0;1;3;0;1;0;0;0;0;3;0;0;0;0
freckles_xoxo;0;1;3;0;1;0;0;0;0;3;0;0;0;0
barbiekilla;0;2;3;0;2;0;0;0;0;3;0;0;0;0
erikas_feet;0;1;3;0;1;0;0;0;0;3;0;0;0;0
fattrapo;0;1;3;0;0;0;0;0;0;0;0;0;0;0
beastandthebeauty;0;4;3;0;2;2;0;1;0;1;2;0;0;0
bellatrice3x;0;1;3;0;0;1;0;0;0;0;3;0;0;0
xufuie;0;2;3;0;1;1;0;0;0;1;2;0;0;0
wheninparisx;0;1;3;0;1;0;0;0;0;3;0;0;0;0
savaschultz;0;11;3;0;2;2;0;0;0;0;2;0;0;0
dixiedauphin50;0;6;3;0;1;3;0;0;0;3;0;0;0;0
junelovejoy;0;2;3;0;0;0;0;0;0;0;0;0;0;0
bigjuiceybootyy2.0;0;1;3;0;1;0;0;0;0;3;0;0;0;0
naughtykathie;0;5;3;0;0;2;0;0;0;0;1;0;0;0
mistressren;0;5;3;0;0;3;1;1;0;0;1;0;0;0
sanyabootygirl;0;2;3;0;1;1;0;0;0;3;0;0;0;0
burr_brandi1;0;2;3;0;0;2;0;0;0;0;3;0;0;0
zucarter;0;1;3;0;1;0;0;0;0;3;0;0;0;0
heyheyzoedayfree;0;5;3;0;2;0;3;3;0;3;0;0;0;0
soley.urs;0;2;3;0;1;1;0;0;0;3;0;0;0;0
cristybrahum20;0;2;3;0;1;0;0;0;0;3;0;0;0;0
asianking777;0;1;3;0;1;0;0;0;0;3;0;0;0;0
sarahhayes;0;12;3;0;0;6;0;0;0;0;3;0;0;0
dilis1419;0;1;3;0;0;1;0;0;0;0;3;0;0;0
daisykeech;0;1;3;0;1;0;0;0;0;3;0;0;0;0
gottabeglory;0;1;3;0;1;0;0;0;0;3;0;0;0;0
twinsmaison;0;4;3;0;1;2;0;0;0;3;0;0;0;0
therealkyliepage;0;1;3;0;1;0;0;0;0;3;0;0;0;0
sofiafajardo01;0;1;3;0;1;0;0;0;0;3;0;0;0;0
cocoyummyy;0;3;3;0;1;2;0;0;0;2;1;0;0;0
hyliafawkes;0;2;3;0;0;2;0;0;0;0;3;0;0;0
lilybay73;0;1;3;0;0;1;0;0;0;0;3;0;0;0
belleafterdark;0;2;3;0;2;0;0;0;0;3;0;0;0;0
cocolovelock;0;3;3;0;1;2;0;0;0;0;3;0;0;0
brooklynfnsonly;0;1;3;0;1;0;0;0;0;3;0;0;0;0
shescat;0;1;3;0;0;1;0;0;0;0;3;0;0;0
sarahfoxxx69;0;1;3;0;0;1;0;0;0;0;3;0;0;0
tatsandtoess;0;1;3;0;1;0;0;0;0;3;0;0;0;0
theehottboy;0;1;3;0;0;1;0;0;0;0;3;0;0;0
mouthybombxxx;0;1;3;0;0;1;0;0;0;0;3;0;0;0
mslizerella;0;2;3;0;0;2;0;0;0;0;3;0;0;0
lara.diabla;0;1;3;0;1;0;0;0;0;3;0;0;0;0
royalalex187;0;1;3;0;1;0;0;0;0;3;0;0;0;0
jasminevip;0;1;3;0;1;0;0;0;0;3;0;0;0;0
bbabygvrl;0;1;3;0;1;0;0;0;0;3;0;0;0;0
juicyjaas;0;1;3;0;0;1;0;0;0;0;3;0;0;0
ally-mae;0;3;3;0;1;2;0;0;0;3;0;0;0;0
rebeccawilson18;0;2;3;0;0;1;0;0;0;0;2;0;0;0
alexxxandria23;0;1;3;0;0;1;0;0;0;0;3;0;0;0
maddiemaddden;0;1;3;0;0;1;0;0;0;0;3;0;0;0
brattykayla666;0;4;3;0;0;3;0;0;0;0;3;0;0;0
bbydollgoddess;0;1;3;0;1;0;0;0;0;3;0;0;0;0
inkedkell;0;1;3;0;0;0;1;1;0;0;0;3;3;0
official_titii;0;1;3;0;1;0;0;0;0;3;0;0;0;0
betterthannflix;0;1;3;0;1;0;0;0;0;3;0;0;0;0
sidsining;0;1;3;0;1;0;0;0;0;3;0;0;0;0
mashadiduk;0;1;3;0;0;1;0;0;0;0;3;0;0;0
fitdoll40x;0;1;3;0;1;0;0;0;0;3;0;0;0;0
giasworld69;0;1;3;0;1;0;0;0;0;3;0;0;0;0
thesoutherngirl;0;4;3;0;1;2;0;1;0;0;3;0;3;0
epiphany1972u;0;1;3;0;1;0;0;0;0;3;0;0;0;0
thotayana;0;4;3;0;1;1;0;0;0;1;0;0;0;0
cloverbaltimore;0;4;3;0;0;1;0;0;0;0;3;0;0;0
creamydreamy304;0;1;3;0;0;1;0;0;0;0;3;0;0;0
sianofficial;0;3;3;0;2;1;0;0;0;0;3;0;0;0
babymaricielo;0;1;3;0;1;0;0;0;0;3;0;0;0;0
alwaysjademarie;0;1;3;0;1;0;0;0;0;3;0;0;0;0
asianbananas420;0;1;3;0;0;1;0;0;0;0;3;0;0;0
sofie.takecare;0;3;3;0;1;1;0;0;0;2;1;0;0;0
sweetiemariaaa;0;1;3;0;1;0;0;0;0;3;0;0;0;0
yunakovip;0;1;3;0;1;0;0;0;0;3;0;0;0;0
ksv0806_2.0;0;1;3;0;1;0;0;0;0;3;0;0;0;0
jasminericegirl;0;6;3;0;1;0;0;0;0;1;0;0;0;0
electriclola;0;9;3;0;7;1;0;0;0;3;0;0;0;0
cream.roll;0;1;3;0;1;0;0;0;0;3;0;0;0;0
daniiilovexo;0;1;3;0;0;1;0;0;0;0;3;0;0;0
dianesdead;0;1;3;0;1;0;0;0;0;3;0;0;0;0
onlybabypate;0;1;3;0;1;0;0;0;0;3;0;0;0;0
gladyscruz1;0;11;3;0;2;1;0;0;0;3;0;0;0;0
kellypayne;0;2;3;0;1;0;0;0;0;3;0;0;0;0
bbylory;0;1;3;0;0;1;0;0;0;0;3;0;0;0
rosexvip;0;1;3;0;1;0;0;0;0;3;0;0;0;0
claudiamary97;0;1;3;0;1;0;0;0;0;3;0;0;0;0
mikkimodifiedxxx;0;1;3;0;1;0;0;0;0;3;0;0;0;0
briannaamarie;0;8;3;0;2;3;0;0;0;0;3;0;0;0
auroranorth;0;5;3;0;1;1;0;0;0;3;0;0;0;0
blakebambiwild;0;2;3;0;1;0;0;0;0;3;0;0;0;0
littlelanamars;0;2;3;0;1;1;0;0;0;3;0;0;0;0
fxmmeprincess;0;1;3;0;1;0;0;0;0;3;0;0;0;0
mariiexo;0;1;3;0;1;0;0;0;0;3;0;0;0;0
imchunkycat;0;1;3;0;1;0;0;0;0;3;0;0;0;0
savie;0;2;3;0;1;1;0;0;0;0;3;0;0;0
missphoebevx;0;3;3;0;2;1;0;0;0;3;0;0;0;0
pussy2good4this;0;1;3;0;1;0;0;0;0;3;0;0;0;0
savs_side;0;1;3;0;1;0;0;0;0;3;0;0;0;0
mrssexysoulgoddess;0;1;3;0;0;1;0;0;0;0;3;0;0;0
mayahgoodgirl;0;1;3;0;0;1;0;0;0;0;3;0;0;0
shinyleigh;0;1;3;0;0;1;0;0;0;0;3;0;0;0
shysugargrl;0;8;3;0;5;1;0;0;0;2;0;0;0;0
alexia5x;0;1;3;0;1;0;0;0;0;3;0;0;0;0
chanlewds;0;2;3;0;1;1;0;0;0;2;1;0;0;0
jupiterfoxxo;0;2;3;0;2;0;0;0;0;3;0;0;0;0
tanyabahtina;0;1;3;0;1;0;0;0;0;3;0;0;0;0
lacikayvip;0;4;3;0;1;1;0;0;0;2;1;0;0;0
lily_uncensoredx;0;3;3;0;2;1;0;0;0;3;0;0;0;0
tsavivaduo;0;1;3;0;1;0;0;0;0;3;0;0;0;0
cocainefire;0;1;3;0;0;1;0;0;0;0;3;0;0;0
gigimacias;0;4;3;0;1;3;0;0;0;3;0;0;0;0
texasgreeneyedgirl;0;2;3;0;1;1;0;0;0;3;0;0;0;0
lucillajiggly;0;1;3;0;0;1;0;0;0;0;3;0;0;0
badblonde420;0;1;3;0;0;1;0;0;0;0;3;0;0;0
thereallmariared;0;2;3;0;1;1;0;0;0;3;0;0;0;0
rachelstv;0;1;3;0;1;0;0;0;0;3;0;0;0;0
laneyblue01;0;2;3;0;0;2;0;0;0;0;3;0;0;0
jasst77;0;1;3;0;1;0;0;0;0;3;0;0;0;0
lunastorm;0;1;3;0;0;1;0;0;0;0;3;0;0;0
naturalwomenana;0;1;3;0;1;0;0;0;0;3;0;0;0;0
onlykarli;0;2;3;0;0;1;0;0;0;0;3;0;0;0
lankytenders;0;1;3;0;0;1;0;0;0;0;3;0;0;0
bradandsunny;0;2;3;0;1;1;0;0;0;0;3;0;0;0
juicyjennaleah;0;1;3;0;1;0;0;0;0;3;0;0;0;0
catherain;0;2;3;0;1;0;1;0;0;0;0;3;0;0
king44444;0;1;3;0;0;1;0;0;0;0;3;0;0;0
yoursweetgf;0;2;3;0;1;1;0;0;0;1;2;0;0;0
tstaethadoll21;0;1;3;0;1;0;0;0;0;3;0;0;0;0
burstacks;0;1;3;0;1;0;0;0;0;3;0;0;0;0
darealcocochanel;0;1;3;0;1;0;0;0;0;3;0;0;0;0
joclynnaomi;0;1;3;0;1;0;0;0;0;3;0;0;0;0
yogendub;0;1;3;0;1;0;0;0;0;3;0;0;0;0
kingxxxtaylor;0;1;3;0;0;1;0;0;0;0;3;0;0;0
mulannixx;0;1;3;0;0;1;0;0;0;0;3;0;0;0
justthroatme;0;1;3;0;1;1;0;0;0;3;3;0;0;0
dorianelectra;0;1;3;0;0;1;0;0;0;0;3;0;0;0
kourtneyrabb1t;0;3;3;0;1;1;0;0;0;3;0;0;0;0
tattsandtiddes;0;1;3;0;1;0;0;0;0;3;0;0;0;0
dinathelatina;0;1;3;0;0;1;0;0;0;0;3;0;0;0
rfoxxy2019;0;1;3;0;1;0;0;0;0;3;0;0;0;0
iammaddylicious;0;1;3;0;1;0;0;0;0;3;0;0;0;0
itstxrvn;0;2;3;0;1;1;0;0;0;3;0;0;0;0
theonlylaya;0;2;3;0;0;1;1;1;0;0;3;0;0;0
angelicaxx1;0;3;3;0;3;0;0;0;0;3;0;0;0;0
yanier1075;0;1;3;0;1;0;0;0;0;3;0;0;0;0
maddybaddiexo;0;1;3;0;1;0;0;0;0;3;0;0;0;0
fairycreamgirl;0;3;3;0;1;1;0;0;0;3;0;0;0;0
seductivesandra;0;2;3;0;1;1;0;0;0;2;1;0;0;0
taylormae555;0;2;3;0;1;1;0;0;0;3;0;0;0;0
lilbabyyy2000;0;1;3;0;1;0;0;0;0;3;0;0;0;0
urfavoritelex;0;1;3;0;0;1;0;0;0;0;3;0;0;0
mikuguam420;0;1;3;0;1;0;0;0;0;3;0;0;0;0
littlegrims08;0;1;3;0;1;0;0;0;0;3;0;0;0;0
totolindo.3;0;1;3;0;1;0;0;0;0;3;0;0;0;0
jacknolantern;0;1;3;0;0;1;0;0;0;0;3;0;0;0
taiyatomi;0;2;3;0;0;1;0;0;0;0;3;0;0;0
thicc4ftdwarf;0;1;3;0;1;0;0;0;0;3;0;0;0;0
bunni691;0;4;3;0;3;1;0;0;0;3;0;0;0;0
cybersofty;0;3;3;0;1;1;0;0;0;3;0;0;0;0
tattedbaabe;0;1;3;0;1;0;0;0;0;3;0;0;0;0
adora_belly;0;1;3;0;1;0;0;0;0;3;0;0;0;0
jaytoy15;0;4;3;0;1;2;0;0;0;0;1;0;0;0
devonlee;0;2;3;0;2;0;0;0;0;3;0;0;0;0
goddess_si;0;2;3;0;1;1;0;0;0;1;2;0;0;0
chynaagirl;0;1;3;0;0;1;0;0;0;0;3;0;0;0
yoshibabyfree;0;2;3;0;1;1;0;0;0;3;0;0;0;0
kaytizzle;0;2;3;0;1;1;0;0;0;0;3;0;0;0
bratzbaby4x;0;1;3;0;1;0;0;0;0;3;0;0;0;0
viewintoskyez;0;1;3;0;1;0;0;0;0;3;0;0;0;0
curiosity29;0;2;3;0;0;1;0;0;0;0;3;0;0;0
fineassjalorene;0;1;3;0;1;0;0;0;0;3;0;0;0;0
mj_glazer;0;2;3;0;1;1;0;0;0;3;0;0;0;0
maayabb;0;1;3;0;1;1;0;0;0;3;3;0;0;0
tattedmami21;0;2;3;0;0;2;0;0;0;0;3;0;0;0
kingdomofhercules;0;1;3;0;1;0;0;0;0;3;0;0;0;0
blackwillow;0;1;3;0;1;0;0;0;0;3;0;0;0;0
natalienicole2023;0;2;3;0;1;1;0;0;0;0;3;0;0;0
crazyfacesittingcouple;0;2;3;0;1;0;0;0;0;3;0;0;0;0
bratprincessava;0;4;3;0;0;1;0;0;0;0;3;0;0;0
jcatboy;0;1;3;0;0;1;0;0;0;0;3;0;0;0
tpowerx;0;1;3;0;1;0;0;0;0;3;0;0;0;0
annahuntt;0;2;3;0;1;1;0;0;0;2;1;0;0;0
hallegoodgirl;0;3;3;0;3;0;0;0;0;3;0;0;0;0
charlierose;0;3;3;0;0;1;1;1;0;0;3;0;0;0
itsmommymilkk;0;5;3;0;4;1;0;0;0;2;1;0;0;0
exhibitionistatheartxo;0;2;3;0;1;0;0;0;0;3;0;0;0;0
striderscribe;0;2;3;0;0;2;0;0;0;0;3;0;0;0
tsvanessad;0;1;3;0;1;0;0;0;0;3;0;0;0;0
itscutiekali;0;3;3;0;3;0;0;0;0;3;0;0;0;0
baileybrews;0;10;3;0;2;6;0;0;0;0;3;0;0;0
omduharlysthardulov;0;4;3;0;1;1;0;0;0;3;0;0;0;0
whiskifox;0;2;3;0;2;0;0;0;0;3;0;0;0;0
fotoscaseras;0;2;3;0;1;0;0;0;0;3;0;0;0;0
iamsantanaayo;0;1;3;0;1;0;0;0;0;3;0;0;0;0
u235942220;0;1;3;0;1;0;0;0;0;3;0;0;0;0
atlaseuu;0;5;3;0;4;1;0;0;0;1;2;0;0;0
donovandiaz69;0;1;3;0;1;0;0;0;0;3;0;0;0;0
marilynmilkedme;0;2;3;0;2;0;0;0;0;3;0;0;0;0
ashleeeysierra;0;1;3;0;1;0;0;0;0;3;0;0;0;0
uri11_27;0;2;3;0;0;1;0;0;0;0;3;0;0;0
iamcash_b;0;2;3;0;1;1;0;0;0;3;0;0;0;0
phoenixfeetvip;0;3;3;0;1;1;0;0;0;3;0;0;0;0
katyxoxox;0;1;3;0;1;0;0;0;0;3;0;0;0;0
brookie97;0;1;3;0;1;0;0;0;0;3;0;0;0;0
sweetmysteryluv;0;1;3;0;1;0;0;0;0;3;0;0;0;0
sexymama2626;0;4;3;0;1;2;0;0;0;3;0;0;0;0
chastitycouple666;0;4;3;0;1;1;0;0;0;2;0;0;0;0
eightwetdreamz;0;1;3;0;1;0;0;0;0;3;0;0;0;0
tiffanybrookes;0;1;3;0;1;0;0;0;0;3;0;0;0;0
lacy6778;0;2;3;0;0;2;0;0;0;0;3;0;0;0
ariellemyles88;0;1;3;0;1;0;0;0;0;3;0;0;0;0
nerii.lune;0;2;3;0;1;1;0;0;0;2;1;0;0;0
karolpassosx;0;2;3;0;0;2;0;0;0;0;3;0;0;0
nickydarkfree;0;4;3;0;1;2;0;0;0;3;0;0;0;0
laciebabie;0;1;3;0;0;1;0;0;0;0;3;0;0;0
jcmarie143;0;1;3;0;1;0;0;0;0;3;0;0;0;0
jessthunderlink;0;1;3;0;1;0;0;0;0;3;0;0;0;0
ksfantasies;0;2;3;0;1;1;0;0;0;0;3;0;0;0
jennlinares69;0;2;3;0;2;0;0;0;0;3;0;0;0;0
sherazdesi;0;1;3;0;1;0;0;0;0;3;0;0;0;0
roxxsaurus;0;1;3;0;1;0;0;0;0;3;0;0;0;0
itsaidendavid;0;2;3;0;2;0;0;0;0;3;0;0;0;0
zule09;0;2;3;0;0;0;1;1;0;0;0;3;3;0
caitlin.mayx;0;6;3;0;3;3;0;0;0;1;2;0;0;0
tinker4bell;0;1;3;0;1;0;0;0;0;3;0;0;0;0
henny1122;0;1;3;0;1;0;0;0;0;3;0;0;0;0
hungeaston;0;2;3;0;1;1;0;0;0;3;0;0;0;0
tiffanyyjo;0;2;3;0;1;0;0;0;0;3;0;0;0;0
cherryapricots;0;1;3;0;1;0;0;0;0;3;0;0;0;0
queenbaristasav;0;2;3;0;1;1;0;0;0;3;0;0;0;0
misopunnynoods;0;1;3;0;0;1;0;0;0;0;3;0;0;0
elsamars1;0;3;3;0;2;1;0;0;0;3;0;0;0;0
shhmandiez;0;1;3;0;1;0;0;0;0;3;0;0;0;0
topcheerleader18;0;1;3;0;1;0;0;0;0;3;0;0;0;0
juicybabiixoxo;0;1;3;0;0;1;0;0;0;0;3;0;0;0
lulus_dreamz;0;3;3;0;1;2;0;0;0;2;1;0;0;0
missplayboyboss;0;1;3;0;1;0;0;0;0;3;0;0;0;0
perky-asian;0;3;3;0;1;0;0;0;0;3;0;0;0;0
milkymouthhh;0;1;3;0;0;1;0;0;0;0;3;0;0;0
salherrera23;0;1;3;0;0;1;0;0;0;0;3;0;0;0
bunnhunnyy;0;1;3;0;1;0;0;0;0;3;0;0;0;0
katgirl898;0;1;3;0;1;0;0;0;0;3;0;0;0;0
chrissvii;0;1;3;0;1;0;0;0;0;3;0;0;0;0
monicaaexoticaa;0;1;3;0;1;0;0;0;0;3;0;0;0;0
xxxhornycouplexxx;0;1;3;0;1;0;0;0;0;3;0;0;0;0
leilanikiwi;0;2;3;0;0;1;0;0;0;0;3;0;0;0
em_breezybaby;0;1;3;0;1;0;0;0;0;3;0;0;0;0
asadloveboat;0;1;3;0;1;0;0;0;0;3;0;0;0;0
theemisskittykay;0;2;3;0;0;2;0;0;0;0;3;0;0;0
realchloehill;0;2;3;0;1;1;0;0;0;2;1;0;0;0
nicolette8869;0;1;3;0;1;0;0;0;0;3;0;0;0;0
lindalorenzi;0;5;3;0;1;2;0;0;0;3;0;0;0;0
lilsammytorresvip;0;2;3;0;1;1;0;0;0;3;0;0;0;0
swoleotaku;0;1;3;0;0;1;0;0;0;0;3;0;0;0
blodvy;0;1;3;0;0;1;0;0;0;0;3;0;0;0
stephanie966;0;1;3;0;1;0;0;0;0;3;0;0;0;0
